ConformationTimeStamp,ITQ_Value 7,ITQ_Value 11,ITQ_Value 35,ITQ_Value 63,ActiveBinding
adrb2_300600,NA,NA,NA,NA,NA
adrb2_300800,(8),9,28,49,Y
adrb2_301000,5,6,(39),(70),Y
adrb2_301200,NA,NA,NA,NA,NA
adrb2_301400,NA,NA,NA,NA,NA
adrb2_301600,NA,NA,NA,NA,NA
adrb2_301800,NA,NA,NA,NA,NA
adrb2_302000,NA,NA,NA,NA,NA
adrb2_302200,NA,NA,NA,NA,NA
adrb2_302400,NA,NA,NA,NA,NA
adrb2_302600,NA,NA,NA,NA,NA
adrb2_302800,NA,NA,NA,NA,NA
adrb2_303000,NA,NA,NA,NA,NA
adrb2_303200,NA,NA,NA,NA,NA
adrb2_303400,NA,NA,NA,NA,NA
adrb2_303600,NA,NA,NA,NA,NA
adrb2_303800,NA,NA,NA,NA,NA
adrb2_304000,NA,NA,NA,NA,NA
adrb2_304200,NA,NA,NA,NA,NA
adrb2_304400,NA,NA,NA,NA,NA
adrb2_304600,NA,NA,NA,NA,NA
adrb2_304800,NA,NA,NA,NA,NA
adrb2_305000,NA,NA,NA,NA,NA
adrb2_305200,NA,NA,NA,NA,NA
adrb2_305400,NA,NA,NA,NA,NA
adrb2_305600,NA,NA,NA,NA,NA
adrb2_305800,NA,NA,NA,NA,NA
adrb2_306000,NA,NA,NA,NA,NA
adrb2_306200,NA,NA,NA,NA,NA
adrb2_306400,NA,NA,NA,NA,NA
adrb2_306600,NA,NA,NA,NA,NA
adrb2_306800,NA,NA,NA,NA,NA
adrb2_307000,NA,NA,NA,NA,NA
adrb2_307200,NA,NA,NA,NA,NA
adrb2_307400,NA,NA,NA,NA,NA
adrb2_307600,NA,NA,NA,NA,NA
adrb2_307800,NA,NA,NA,NA,NA
adrb2_308000,NA,NA,NA,NA,NA
adrb2_308200,NA,NA,NA,NA,NA
adrb2_308400,NA,NA,NA,NA,NA
adrb2_308600,NA,NA,NA,NA,NA
adrb2_308800,NA,NA,NA,NA,NA
adrb2_309000,NA,NA,NA,NA,NA
adrb2_309200,NA,NA,NA,NA,NA
adrb2_309400,NA,NA,NA,NA,NA
adrb2_309800,NA,NA,NA,NA,NA
adrb2_310000,NA,NA,NA,NA,NA
adrb2_310200,NA,NA,NA,NA,NA
adrb2_310400,NA,NA,NA,NA,NA
adrb2_310600,NA,NA,NA,NA,NA
adrb2_310800,NA,NA,NA,NA,NA
adrb2_311000,NA,NA,NA,NA,NA
adrb2_311200,NA,NA,NA,NA,NA
adrb2_311400,NA,NA,NA,NA,NA
adrb2_311600,NA,NA,NA,NA,NA
adrb2_311800,NA,NA,NA,NA,NA
adrb2_312000,NA,NA,NA,NA,NA
adrb2_312200,NA,NA,NA,NA,NA
adrb2_312400,0,3,23,(63),Y
adrb2_312600,NA,NA,NA,NA,NA
adrb2_312800,NA,NA,NA,NA,NA
adrb2_313000,NA,NA,NA,NA,NA
adrb2_313200,(9),(13),33,(67),Y
adrb2_313400,NA,NA,NA,NA,NA
adrb2_313600,NA,NA,NA,NA,NA
adrb2_313800,NA,NA,NA,NA,NA
adrb2_314000,NA,NA,NA,NA,NA
adrb2_314200,NA,NA,NA,NA,NA
adrb2_314400,NA,NA,NA,NA,NA
adrb2_314600,NA,NA,NA,NA,NA
adrb2_314800,NA,NA,NA,NA,NA
adrb2_315000,NA,NA,NA,NA,NA
adrb2_315200,NA,NA,NA,NA,NA
adrb2_315400,NA,NA,NA,NA,NA
adrb2_315600,NA,NA,NA,NA,NA
adrb2_315800,NA,NA,NA,NA,NA
adrb2_316200,NA,NA,NA,NA,NA
adrb2_316400,NA,NA,NA,NA,NA
adrb2_316600,0,4,(38),(78),Y
adrb2_316800,NA,NA,NA,NA,NA
adrb2_317000,NA,NA,NA,NA,NA
adrb2_317200,1,4,(35),(71),Y
adrb2_317400,NA,NA,NA,NA,NA
adrb2_317600,NA,NA,NA,NA,NA
adrb2_317800,NA,NA,NA,NA,NA
adrb2_318000,NA,NA,NA,NA,NA
adrb2_318200,NA,NA,NA,NA,NA
adrb2_318400,NA,NA,NA,NA,NA
adrb2_318600,NA,NA,NA,NA,NA
adrb2_318800,NA,NA,NA,NA,NA
adrb2_319000,NA,NA,NA,NA,NA
adrb2_319200,NA,NA,NA,NA,NA
adrb2_319400,NA,NA,NA,NA,NA
adrb2_319600,NA,NA,NA,NA,NA
adrb2_319800,NA,NA,NA,NA,NA
adrb2_320000,NA,NA,NA,NA,NA
adrb2_320200,NA,NA,NA,NA,NA
adrb2_320400,NA,NA,NA,NA,NA
adrb2_320600,NA,NA,NA,NA,NA
adrb2_320800,NA,NA,NA,NA,NA
adrb2_321000,NA,NA,NA,NA,NA
adrb2_321200,2,5,32,(74),Y
adrb2_321400,NA,NA,NA,NA,NA
adrb2_321600,NA,NA,NA,NA,NA
adrb2_321800,NA,NA,NA,NA,NA
adrb2_322000,NA,NA,NA,NA,NA
adrb2_322200,NA,NA,NA,NA,NA
adrb2_322400,NA,NA,NA,NA,NA
adrb2_322800,NA,NA,NA,NA,NA
adrb2_323000,NA,NA,NA,NA,NA
adrb2_323200,NA,NA,NA,NA,NA
adrb2_323400,1,2,(38),(72),Y
adrb2_323600,NA,NA,NA,NA,NA
adrb2_323800,NA,NA,NA,NA,NA
adrb2_324000,NA,NA,NA,NA,NA
adrb2_324200,NA,NA,NA,NA,NA
adrb2_324400,NA,NA,NA,NA,NA
adrb2_324600,NA,NA,NA,NA,NA
adrb2_324800,NA,NA,NA,NA,NA
adrb2_325000,NA,NA,NA,NA,NA
adrb2_325200,NA,NA,NA,NA,NA
adrb2_325400,NA,NA,NA,NA,NA
adrb2_325600,NA,NA,NA,NA,NA
adrb2_325800,NA,NA,NA,NA,NA
adrb2_326200,NA,NA,NA,NA,NA
adrb2_326400,NA,NA,NA,NA,NA
adrb2_326600,NA,NA,NA,NA,NA
adrb2_326800,NA,NA,NA,NA,NA
adrb2_327600,2,7,33,(77),Y
adrb2_328000,NA,NA,NA,NA,NA
adrb2_328200,NA,NA,NA,NA,NA
adrb2_328600,NA,NA,NA,NA,NA
adrb2_329000,2,4,(42),(73),Y
adrb2_329200,NA,NA,NA,NA,NA
adrb2_329400,NA,NA,NA,NA,NA
adrb2_329600,NA,NA,NA,NA,NA
adrb2_329800,NA,NA,NA,NA,NA
adrb2_330000,NA,NA,NA,NA,NA
adrb2_330200,NA,NA,NA,NA,NA
adrb2_330400,NA,NA,NA,NA,NA
adrb2_330600,NA,NA,NA,NA,NA
adrb2_330800,NA,NA,NA,NA,NA
adrb2_331000,NA,NA,NA,NA,NA
adrb2_331200,NA,NA,NA,NA,NA
adrb2_331400,NA,NA,NA,NA,NA
adrb2_331600,NA,NA,NA,NA,NA
adrb2_331800,NA,NA,NA,NA,NA
adrb2_332200,NA,NA,NA,NA,NA
adrb2_332400,6,(12),(47),(82),Y
adrb2_332600,NA,NA,NA,NA,NA
adrb2_332800,NA,NA,NA,NA,NA
adrb2_333200,NA,NA,NA,NA,NA
adrb2_333400,NA,NA,NA,NA,NA
adrb2_333600,2,9,(41),(78),Y
adrb2_333800,NA,NA,NA,NA,NA
adrb2_334000,NA,NA,NA,NA,NA
adrb2_334200,NA,NA,NA,NA,NA
adrb2_334400,NA,NA,NA,NA,NA
adrb2_334600,NA,NA,NA,NA,NA
adrb2_334800,NA,NA,NA,NA,NA
adrb2_335000,NA,NA,NA,NA,NA
adrb2_335200,5,6,32,(72),Y
adrb2_335400,NA,NA,NA,NA,NA
adrb2_335600,NA,NA,NA,NA,NA
adrb2_335800,NA,NA,NA,NA,NA
adrb2_336000,(7),10,(37),52,Y
adrb2_336200,NA,NA,NA,NA,NA
adrb2_336400,NA,NA,NA,NA,NA
adrb2_336600,NA,NA,NA,NA,NA
adrb2_336800,NA,NA,NA,NA,NA
adrb2_337000,NA,NA,NA,NA,NA
adrb2_337200,NA,NA,NA,NA,NA
adrb2_337400,NA,NA,NA,NA,NA
adrb2_337600,NA,NA,NA,NA,NA
adrb2_337800,5,8,(38),61,Y
adrb2_338000,NA,NA,NA,NA,NA
adrb2_338200,NA,NA,NA,NA,NA
adrb2_338400,NA,NA,NA,NA,NA
adrb2_338600,NA,NA,NA,NA,NA
adrb2_338800,4,5,28,(73),Y
adrb2_339000,NA,NA,NA,NA,NA
adrb2_339200,(9),(14),(59),(95),Y
adrb2_339400,NA,NA,NA,NA,NA
adrb2_339600,NA,NA,NA,NA,NA
adrb2_339800,NA,NA,NA,NA,NA
adrb2_340000,NA,NA,NA,NA,NA
adrb2_340200,NA,NA,NA,NA,NA
adrb2_340600,NA,NA,NA,NA,NA
adrb2_340800,2,7,(55),(85),Y
adrb2_341000,NA,NA,NA,NA,NA
adrb2_341400,NA,NA,NA,NA,NA
adrb2_341800,NA,NA,NA,NA,NA
adrb2_342000,NA,NA,NA,NA,NA
adrb2_342200,5,10,(45),(72),Y
adrb2_342400,NA,NA,NA,NA,NA
adrb2_342600,NA,NA,NA,NA,NA
adrb2_342800,NA,NA,NA,NA,NA
adrb2_343000,4,8,31,(64),Y
adrb2_343200,NA,NA,NA,NA,NA
adrb2_343400,NA,NA,NA,NA,NA
adrb2_343600,NA,NA,NA,NA,NA
adrb2_343800,NA,NA,NA,NA,NA
adrb2_344000,2,5,(42),(70),Y
adrb2_344200,NA,NA,NA,NA,NA
adrb2_344400,NA,NA,NA,NA,NA
adrb2_344600,NA,NA,NA,NA,NA
adrb2_344800,NA,NA,NA,NA,NA
adrb2_345000,NA,NA,NA,NA,NA
adrb2_345200,0,2,27,(64),Y
adrb2_345400,NA,NA,NA,NA,NA
adrb2_345600,NA,NA,NA,NA,NA
adrb2_345800,NA,NA,NA,NA,NA
adrb2_346000,NA,NA,NA,NA,NA
adrb2_346200,NA,NA,NA,NA,NA
adrb2_346400,NA,NA,NA,NA,NA
adrb2_346600,3,9,33,(71),Y
adrb2_346800,NA,NA,NA,NA,NA
adrb2_347000,NA,NA,NA,NA,NA
adrb2_347200,NA,NA,NA,NA,NA
adrb2_347400,NA,NA,NA,NA,NA
adrb2_347600,NA,NA,NA,NA,NA
adrb2_347800,NA,NA,NA,NA,NA
adrb2_348000,NA,NA,NA,NA,NA
adrb2_348200,NA,NA,NA,NA,NA
adrb2_348400,NA,NA,NA,NA,NA
adrb2_348600,NA,NA,NA,NA,NA
adrb2_348800,NA,NA,NA,NA,NA
adrb2_349000,NA,NA,NA,NA,NA
adrb2_349200,1,5,(36),54,Y
adrb2_349400,NA,NA,NA,NA,NA
adrb2_349600,NA,NA,NA,NA,NA
adrb2_349800,NA,NA,NA,NA,NA
adrb2_350000,NA,NA,NA,NA,NA
adrb2_350200,NA,NA,NA,NA,NA
adrb2_350400,NA,NA,NA,NA,NA
adrb2_350600,NA,NA,NA,NA,NA
adrb2_350800,NA,NA,NA,NA,NA
adrb2_351000,NA,NA,NA,NA,NA
adrb2_351200,NA,NA,NA,NA,NA
adrb2_351400,NA,NA,NA,NA,NA
adrb2_351600,NA,NA,NA,NA,NA
adrb2_351800,NA,NA,NA,NA,NA
adrb2_352000,1,6,(37),49,Y
adrb2_352200,5,8,(50),(67),Y
adrb2_352400,NA,NA,NA,NA,NA
adrb2_352600,NA,NA,NA,NA,NA
adrb2_352800,NA,NA,NA,NA,NA
adrb2_353000,NA,NA,NA,NA,NA
adrb2_353200,NA,NA,NA,NA,NA
adrb2_353400,NA,NA,NA,NA,NA
adrb2_353600,NA,NA,NA,NA,NA
adrb2_353800,NA,NA,NA,NA,NA
adrb2_354000,NA,NA,NA,NA,NA
adrb2_354200,NA,NA,NA,NA,NA
adrb2_354400,NA,NA,NA,NA,NA
adrb2_354600,1,3,32,(64),Y
adrb2_354800,NA,NA,NA,NA,NA
adrb2_355000,NA,NA,NA,NA,NA
adrb2_355200,NA,NA,NA,NA,NA
adrb2_355400,3,8,30,(70),Y
adrb2_355600,NA,NA,NA,NA,NA
adrb2_355800,3,4,(52),(88),Y
adrb2_356000,NA,NA,NA,NA,NA
adrb2_356200,NA,NA,NA,NA,NA
adrb2_356400,NA,NA,NA,NA,NA
adrb2_356600,NA,NA,NA,NA,NA
adrb2_356800,NA,NA,NA,NA,NA
adrb2_357000,3,4,(40),(70),Y
adrb2_357200,NA,NA,NA,NA,NA
adrb2_357400,NA,NA,NA,NA,NA
adrb2_357600,NA,NA,NA,NA,NA
adrb2_357800,NA,NA,NA,NA,NA
adrb2_358000,NA,NA,NA,NA,NA
adrb2_358200,NA,NA,NA,NA,NA
adrb2_358400,NA,NA,NA,NA,NA
adrb2_358600,NA,NA,NA,NA,NA
adrb2_358800,NA,NA,NA,NA,NA
adrb2_359000,NA,NA,NA,NA,NA
adrb2_359200,NA,NA,NA,NA,NA
adrb2_359400,NA,NA,NA,NA,NA
adrb2_359600,NA,NA,NA,NA,NA
adrb2_359800,NA,NA,NA,NA,NA
adrb2_360000,NA,NA,NA,NA,NA
adrb2_360400,0,7,34,(64),Y
adrb2_360600,NA,NA,NA,NA,NA
adrb2_360800,NA,NA,NA,NA,NA
adrb2_361000,NA,NA,NA,NA,NA
adrb2_361200,NA,NA,NA,NA,NA
adrb2_361400,NA,NA,NA,NA,NA
adrb2_361600,NA,NA,NA,NA,NA
adrb2_361800,NA,NA,NA,NA,NA
adrb2_362000,NA,NA,NA,NA,NA
adrb2_362200,NA,NA,NA,NA,NA
adrb2_362400,NA,NA,NA,NA,NA
adrb2_362600,NA,NA,NA,NA,NA
adrb2_362800,NA,NA,NA,NA,NA
adrb2_363000,NA,NA,NA,NA,NA
adrb2_363200,NA,NA,NA,NA,NA
adrb2_363400,NA,NA,NA,NA,NA
adrb2_363600,NA,NA,NA,NA,NA
adrb2_363800,NA,NA,NA,NA,NA
adrb2_364000,NA,NA,NA,NA,NA
adrb2_364200,2,7,(36),54,Y
adrb2_364400,NA,NA,NA,NA,NA
adrb2_364600,NA,NA,NA,NA,NA
adrb2_364800,NA,NA,NA,NA,NA
adrb2_365000,NA,NA,NA,NA,NA
adrb2_365200,NA,NA,NA,NA,NA
adrb2_365400,NA,NA,NA,NA,NA
adrb2_365600,NA,NA,NA,NA,NA
adrb2_365800,NA,NA,NA,NA,NA
adrb2_366000,NA,NA,NA,NA,NA
adrb2_366200,NA,NA,NA,NA,NA
adrb2_366400,NA,NA,NA,NA,NA
adrb2_366600,NA,NA,NA,NA,NA
adrb2_366800,NA,NA,NA,NA,NA
adrb2_367000,NA,NA,NA,NA,NA
adrb2_367200,NA,NA,NA,NA,NA
adrb2_367400,NA,NA,NA,NA,NA
adrb2_367600,NA,NA,NA,NA,NA
adrb2_367800,NA,NA,NA,NA,NA
adrb2_368000,NA,NA,NA,NA,NA
adrb2_368200,NA,NA,NA,NA,NA
adrb2_368400,NA,NA,NA,NA,NA
adrb2_368600,NA,NA,NA,NA,NA
adrb2_368800,NA,NA,NA,NA,NA
adrb2_369000,NA,NA,NA,NA,NA
adrb2_369200,NA,NA,NA,NA,NA
adrb2_369400,3,6,22,(66),Y
adrb2_369600,NA,NA,NA,NA,NA
adrb2_369800,NA,NA,NA,NA,NA
adrb2_370000,(7),7,33,53,Y
adrb2_370200,6,(11),(36),60,Y
adrb2_370400,NA,NA,NA,NA,NA
adrb2_370600,2,6,(38),(72),Y
adrb2_370800,NA,NA,NA,NA,NA
adrb2_371000,NA,NA,NA,NA,NA
adrb2_371200,NA,NA,NA,NA,NA
adrb2_371400,NA,NA,NA,NA,NA
adrb2_371600,NA,NA,NA,NA,NA
adrb2_371800,NA,NA,NA,NA,NA
adrb2_372000,NA,NA,NA,NA,NA
adrb2_372200,NA,NA,NA,NA,NA
adrb2_372400,1,7,(40),(63),Y
adrb2_372600,NA,NA,NA,NA,NA
adrb2_372800,NA,NA,NA,NA,NA
adrb2_373000,NA,NA,NA,NA,NA
adrb2_373200,NA,NA,NA,NA,NA
adrb2_373400,NA,NA,NA,NA,NA
adrb2_373600,NA,NA,NA,NA,NA
adrb2_373800,NA,NA,NA,NA,NA
adrb2_374000,NA,NA,NA,NA,NA
adrb2_374200,NA,NA,NA,NA,NA
adrb2_374400,NA,NA,NA,NA,NA
adrb2_374600,NA,NA,NA,NA,NA
adrb2_374800,NA,NA,NA,NA,NA
adrb2_375000,NA,NA,NA,NA,NA
adrb2_375200,NA,NA,NA,NA,NA
adrb2_375400,NA,NA,NA,NA,NA
adrb2_375600,NA,NA,NA,NA,NA
adrb2_375800,NA,NA,NA,NA,NA
adrb2_376000,NA,NA,NA,NA,NA
adrb2_376200,2,6,(35),54,Y
adrb2_376400,NA,NA,NA,NA,NA
adrb2_376600,NA,NA,NA,NA,NA
adrb2_376800,NA,NA,NA,NA,NA
adrb2_377000,NA,NA,NA,NA,NA
adrb2_377200,NA,NA,NA,NA,NA
adrb2_377400,NA,NA,NA,NA,NA
adrb2_377800,NA,NA,NA,NA,NA
adrb2_378000,NA,NA,NA,NA,NA
adrb2_378200,NA,NA,NA,NA,NA
adrb2_378400,NA,NA,NA,NA,NA
adrb2_378600,NA,NA,NA,NA,NA
adrb2_378800,NA,NA,NA,NA,NA
adrb2_379000,NA,NA,NA,NA,NA
adrb2_379200,NA,NA,NA,NA,NA
adrb2_379400,NA,NA,NA,NA,NA
adrb2_379600,NA,NA,NA,NA,NA
adrb2_379800,NA,NA,NA,NA,NA
adrb2_380000,NA,NA,NA,NA,NA
adrb2_380200,NA,NA,NA,NA,NA
adrb2_380400,NA,NA,NA,NA,NA
adrb2_380600,NA,NA,NA,NA,NA
adrb2_380800,NA,NA,NA,NA,NA
adrb2_381000,NA,NA,NA,NA,NA
adrb2_381200,NA,NA,NA,NA,NA
adrb2_381400,NA,NA,NA,NA,NA
adrb2_381600,NA,NA,NA,NA,NA
adrb2_381800,NA,NA,NA,NA,NA
adrb2_382000,NA,NA,NA,NA,NA
adrb2_382200,NA,NA,NA,NA,NA
adrb2_382400,NA,NA,NA,NA,NA
adrb2_382600,NA,NA,NA,NA,NA
adrb2_382800,NA,NA,NA,NA,NA
adrb2_383000,NA,NA,NA,NA,NA
adrb2_383200,NA,NA,NA,NA,NA
adrb2_383400,NA,NA,NA,NA,NA
adrb2_383600,NA,NA,NA,NA,NA
adrb2_383800,NA,NA,NA,NA,NA
adrb2_384000,NA,NA,NA,NA,NA
adrb2_384200,NA,NA,NA,NA,NA
adrb2_384400,NA,NA,NA,NA,NA
adrb2_384600,NA,NA,NA,NA,NA
adrb2_384800,NA,NA,NA,NA,NA
adrb2_385000,NA,NA,NA,NA,NA
adrb2_385200,NA,NA,NA,NA,NA
adrb2_385400,NA,NA,NA,NA,NA
adrb2_385600,NA,NA,NA,NA,NA
adrb2_385800,NA,NA,NA,NA,NA
adrb2_386000,NA,NA,NA,NA,NA
adrb2_386200,NA,NA,NA,NA,NA
adrb2_386400,NA,NA,NA,NA,NA
adrb2_386600,NA,NA,NA,NA,NA
adrb2_386800,3,7,26,(69),Y
adrb2_387000,NA,NA,NA,NA,NA
adrb2_387200,NA,NA,NA,NA,NA
adrb2_387400,NA,NA,NA,NA,NA
adrb2_387600,NA,NA,NA,NA,NA
adrb2_387800,NA,NA,NA,NA,NA
adrb2_388000,NA,NA,NA,NA,NA
adrb2_388200,NA,NA,NA,NA,NA
adrb2_388400,(8),(11),(40),(64),Y
adrb2_388600,1,3,(36),61,Y
adrb2_388800,NA,NA,NA,NA,NA
adrb2_389000,NA,NA,NA,NA,NA
adrb2_389200,NA,NA,NA,NA,NA
adrb2_389400,NA,NA,NA,NA,NA
adrb2_389600,NA,NA,NA,NA,NA
adrb2_389800,NA,NA,NA,NA,NA
adrb2_390000,NA,NA,NA,NA,NA
adrb2_390200,NA,NA,NA,NA,NA
adrb2_390400,NA,NA,NA,NA,NA
adrb2_390600,NA,NA,NA,NA,NA
adrb2_390800,NA,NA,NA,NA,NA
adrb2_391000,1,5,29,(68),Y
adrb2_391200,5,7,(36),(65),Y
adrb2_391400,NA,NA,NA,NA,NA
adrb2_391600,NA,NA,NA,NA,NA
adrb2_391800,NA,NA,NA,NA,NA
adrb2_392000,NA,NA,NA,NA,NA
adrb2_392200,NA,NA,NA,NA,NA
adrb2_392400,NA,NA,NA,NA,NA
adrb2_392600,NA,NA,NA,NA,NA
adrb2_392800,NA,NA,NA,NA,NA
adrb2_393000,NA,NA,NA,NA,NA
adrb2_393200,NA,NA,NA,NA,NA
adrb2_393400,NA,NA,NA,NA,NA
adrb2_393600,NA,NA,NA,NA,NA
adrb2_393800,NA,NA,NA,NA,NA
adrb2_394000,NA,NA,NA,NA,NA
adrb2_394400,NA,NA,NA,NA,NA
adrb2_394600,(8),(14),(42),(71),Y
adrb2_394800,NA,NA,NA,NA,NA
adrb2_395000,NA,NA,NA,NA,NA
adrb2_395200,NA,NA,NA,NA,NA
adrb2_395400,NA,NA,NA,NA,NA
adrb2_395600,NA,NA,NA,NA,NA
adrb2_395800,NA,NA,NA,NA,NA
adrb2_396200,NA,NA,NA,NA,NA
adrb2_396600,NA,NA,NA,NA,NA
adrb2_396800,NA,NA,NA,NA,NA
adrb2_397000,NA,NA,NA,NA,NA
adrb2_397200,3,6,(39),(80),Y
adrb2_397400,NA,NA,NA,NA,NA
adrb2_397600,NA,NA,NA,NA,NA
adrb2_397800,NA,NA,NA,NA,NA
adrb2_398000,NA,NA,NA,NA,NA
adrb2_398200,NA,NA,NA,NA,NA
adrb2_398400,NA,NA,NA,NA,NA
adrb2_398600,NA,NA,NA,NA,NA
adrb2_398800,NA,NA,NA,NA,NA
adrb2_399000,NA,NA,NA,NA,NA
adrb2_399200,NA,NA,NA,NA,NA
adrb2_399400,NA,NA,NA,NA,NA
adrb2_399600,NA,NA,NA,NA,NA
adrb2_399800,NA,NA,NA,NA,NA
adrb2_400000,NA,NA,NA,NA,NA
adrb2_400200,NA,NA,NA,NA,NA
adrb2_400400,NA,NA,NA,NA,NA
adrb2_400600,NA,NA,NA,NA,NA
adrb2_400800,NA,NA,NA,NA,NA
adrb2_401000,NA,NA,NA,NA,NA
adrb2_401200,NA,NA,NA,NA,NA
adrb2_401400,NA,NA,NA,NA,NA
adrb2_401600,NA,NA,NA,NA,NA
adrb2_401800,NA,NA,NA,NA,NA
adrb2_402000,NA,NA,NA,NA,NA
adrb2_402200,NA,NA,NA,NA,NA
adrb2_402400,NA,NA,NA,NA,NA
adrb2_402600,NA,NA,NA,NA,NA
adrb2_402800,NA,NA,NA,NA,NA
adrb2_403000,NA,NA,NA,NA,NA
adrb2_403400,NA,NA,NA,NA,NA
adrb2_403600,NA,NA,NA,NA,NA
adrb2_403800,NA,NA,NA,NA,NA
adrb2_404000,NA,NA,NA,NA,NA
adrb2_404200,NA,NA,NA,NA,NA
adrb2_404400,NA,NA,NA,NA,NA
adrb2_404600,NA,NA,NA,NA,NA
adrb2_404800,NA,NA,NA,NA,NA
adrb2_405000,NA,NA,NA,NA,NA
adrb2_405200,NA,NA,NA,NA,NA
adrb2_405400,NA,NA,NA,NA,NA
adrb2_405600,NA,NA,NA,NA,NA
adrb2_405800,NA,NA,NA,NA,NA
adrb2_406000,NA,NA,NA,NA,NA
adrb2_406200,NA,NA,NA,NA,NA
adrb2_406400,NA,NA,NA,NA,NA
adrb2_406600,NA,NA,NA,NA,NA
adrb2_407000,NA,NA,NA,NA,NA
adrb2_407200,NA,NA,NA,NA,NA
adrb2_407400,NA,NA,NA,NA,NA
adrb2_407600,2,5,27,(63),Y
adrb2_407800,NA,NA,NA,NA,NA
adrb2_408000,NA,NA,NA,NA,NA
adrb2_408200,NA,NA,NA,NA,NA
adrb2_408400,NA,NA,NA,NA,NA
adrb2_408600,NA,NA,NA,NA,NA
adrb2_408800,NA,NA,NA,NA,NA
adrb2_409000,NA,NA,NA,NA,NA
adrb2_409200,NA,NA,NA,NA,NA
adrb2_409400,NA,NA,NA,NA,NA
adrb2_409600,NA,NA,NA,NA,NA
adrb2_409800,NA,NA,NA,NA,NA
adrb2_410000,NA,NA,NA,NA,NA
adrb2_410200,3,6,27,(69),Y
adrb2_410400,NA,NA,NA,NA,NA
adrb2_410600,NA,NA,NA,NA,NA
adrb2_411000,NA,NA,NA,NA,NA
adrb2_411200,NA,NA,NA,NA,NA
adrb2_411400,NA,NA,NA,NA,NA
adrb2_411600,NA,NA,NA,NA,NA
adrb2_411800,NA,NA,NA,NA,NA
adrb2_412000,NA,NA,NA,NA,NA
adrb2_412200,NA,NA,NA,NA,NA
adrb2_412400,NA,NA,NA,NA,NA
adrb2_412600,NA,NA,NA,NA,NA
adrb2_412800,NA,NA,NA,NA,NA
adrb2_413000,NA,NA,NA,NA,NA
adrb2_413200,NA,NA,NA,NA,NA
adrb2_413400,NA,NA,NA,NA,NA
adrb2_413600,NA,NA,NA,NA,NA
adrb2_413800,NA,NA,NA,NA,NA
adrb2_414000,4,4,(36),(79),Y
adrb2_414200,NA,NA,NA,NA,NA
adrb2_414400,NA,NA,NA,NA,NA
adrb2_414600,NA,NA,NA,NA,NA
adrb2_414800,NA,NA,NA,NA,NA
adrb2_415000,NA,NA,NA,NA,NA
adrb2_415200,NA,NA,NA,NA,NA
adrb2_415400,NA,NA,NA,NA,NA
adrb2_415600,NA,NA,NA,NA,NA
adrb2_415800,NA,NA,NA,NA,NA
adrb2_416000,NA,NA,NA,NA,NA
adrb2_416200,NA,NA,NA,NA,NA
adrb2_416400,NA,NA,NA,NA,NA
adrb2_416600,NA,NA,NA,NA,NA
adrb2_416800,NA,NA,NA,NA,NA
adrb2_417000,NA,NA,NA,NA,NA
adrb2_417200,(8),10,31,51,Y
adrb2_417400,NA,NA,NA,NA,NA
